year,title,link,DONE
1722,"Табель о рангах всех чинов, воинских, статских, и придворных, которые в котором классе чины, и которые в одном классе, те имеют по старшеству времени, вступления в чин между собою, однакож воинские выше протчих, хотяб и старее кто в том классе пожалован был",https://www.prlib.ru/item/454265,0
1722,"Книга историография початия имене, славы и разширения народа славянского, и их цареи и владетелеи под многими имянами, и со многими царствиями, королевствами, и провинциами.",https://www.prlib.ru/item/713521,0
1723,???,https://www.prlib.ru/item/464079,0
1723,Указ его величества императора и самодержца всероссииского. Обьявляется во всенародное известие.,https://www.prlib.ru/item/459646,0
1724,Указ его величества императора и самодержца всероссииского.,https://www.prlib.ru/item/459648,0
1724,"О денгах мясных на гошпиталь, и на покупку лошадеи, на мундир, и на полковые припасы, каким образом полковник вкупе с афицерами, оные употреблять, и в покупках, и подрядах поступать должны",https://www.prlib.ru/item/429740,0
1724,"[О сборе подушных денег, о повинностях земских обывателей в пользу квартирующих войск и о наблюдении полковым начальством благочиния и порядка в селениях, войсками занимаемых]",https://www.prlib.ru/item/394459,0
1724,"Указ его величества императора и самодержца всероссииского, обьявляется во всенародное известие.",https://www.prlib.ru/item/713792,0
1724,"Указ его величества Петра Великого, императора и самодержца всероссийского. Обьявляется во всенародное известие",https://www.prlib.ru/item/388531,0
1724,"Описание коронации ее величества императрицы, Екатерины Алексиевны торжественно отправленнои, в царствующем граде Москве, 7 маия, 1724 году",https://www.prlib.ru/item/434721,0
1724,Указ его величества императора и самодержца всероссиискаго,https://www.prlib.ru/item/459644,0
1724,Указ его величества императора и самодержца всероссииского. оподозрениях на судеи,https://www.prlib.ru/item/459647,0
1724,"Тариф Санктъпитербургского, Выборгского, Нарвского, Архангелогородского, Кольского, портов",https://www.prlib.ru/item/372726,0
1725,Описание порядка держанного при погребении блаженныя высокославныя и вечно достоинеишия памяти всепресветлеишаго державнеишаго Петра Великаго императора и самодержца всероссииского и блаженныя памяти Ея Императорского Высочества государыни цесаревны Наталии Петровны,https://www.prlib.ru/item/355087,0
1725,"Описание коронации е. в. имп. Екатерины Алексиевны, торжественно отправленной в царствующем граде Москве 7 маия 1724 году",https://www.prlib.ru/item/434720,0
1725,Его императорскаго величества Генеральный регламент или Устав,https://www.prlib.ru/item/408202,0
1726,Выводы метеорологических наблюдений производившиеся в Академии наук в.... [1726-1850 гг.],https://www.prlib.ru/item/903296,0
1726,"Копии его царского величества указов состоявшихся в 1719, и в 1720 годех",https://www.prlib.ru/item/420976,0
1727,Указ всем во флоте российском обретающымся вышним и нижним служителем православныя кафолическия веры.,https://www.prlib.ru/item/713104,0
1728,"1727 года. Блаженныя и вечнодостоиныя памяти ея императорского величества, Екатерины Алексиевны, состоявшияся указы по кончину ея величества. Такожде Манифест о принятии россииского престола, всепресветлеишаго державнеишаго великого государя, Петра Алексиевича Втораго, императора и самодержца всероссииского, и присяга в вернои службе его величеству, и публичныяж указы по нынешнеи 728 год",https://www.prlib.ru/item/394535,0
1728,"По указу его императорского величества. Наказ губернатором и воеводам, и их товарыщам, по которому они должны поступать",https://www.prlib.ru/item/437668,0
1728,"Устав о соляных промыслах, и о торгу оною, и о протчем.",https://www.prlib.ru/item/713131,0
1728,"Всепресветлеишаго, самодержавнеишаго, великаго государя Петра Алексиевича Втораго, императора и самодержца всероссийского указы и уставы",https://www.prlib.ru/item/405907,0
1729,"Всепресветлеишаго, самодержавнеишаго, великого государя Петра Алексиевича Втораго, императора и самодержца всероссииского указы 1728 года",https://www.prlib.ru/item/405908,0
1729,"A general History of the Turks, Moguls, and Tatars, vulgary called Tartars. Vol.2. An account of the present state of the Northern Asia, relating to the Natural History of Grand Tatary and Siberia : And the Manners, Customs, Trade, Laws, Religion and Polity of the different People inhabiting the same. Together with Some Observations concerning China, India, Persia, Arabia, Turky, and Great Russia",https://www.prlib.ru/item/1472707,0
1730,"A general History of the Turks, Moguls, and Tatars, vulgary called Tartars. Vol.1. The Genealogical History of the Tatars",https://www.prlib.ru/item/1472700,0
1730,"Описание коронации ея величества императрицы, и самодержицы всероссиискои, Анны Иоанновны, торжественно отправленнои в царствующем граде Москве, 28 апреля 1730 году",https://www.prlib.ru/item/434722,0
1731,"Обстоятельная реляция церемонеи с которыми прибывшее в Москву Хинеиское посолство тамо 21 дня генваря 1731 года принято, и потом 26 дня тогож месяца до аудиенции ведено",https://www.prlib.ru/item/713060,0
1731,Регламент о содержании Корпуса кадетского,https://www.prlib.ru/item/713046,0
1731,"Umstandliche Beschreibung der Hohen Salbung und Cronung der allerdurchlauchtigsten, grossmuchtigsten Furstin und grossen Fraunen, Anna Joannowna Kayserin und Selbstherrscherin von gantz Russland, ... wie solche den 28. Apr. 1730. in der Kayserl.",https://www.prlib.ru/item/316427,0
1731,[Регламент Камер-коллегии],https://www.prlib.ru/item/394483,0
1731,"Тариф портовои, 1731 года",https://www.prlib.ru/item/372725,0
1732,Мемории или Записки артиллерийския. Т. 1,https://www.prlib.ru/item/1089946,0
1732,"Инструкция (или устав) каким образом потребные для содержания Ея Императорского Величества флотов леса где заказаны и порядочно готовлены и рублены быть имеют, и как в бережении их поступать.",https://www.prlib.ru/item/686652,0
1733,Регламент или Инструкция Ревизион колегии,https://www.prlib.ru/item/910697,0
1733,"Копии с состоявшихся блаженныя и вечнодостоиныя памяти, его императорского величества, Петра Перваго, императора и самодержца всероссийского указов, 1719, 1720, и 1721 годов, в народ публикованных, и с вечного мирного трактату с Свеискою короною, в прежних книгах напечатанных",https://www.prlib.ru/item/420985,0
1734,"[Журнал Придворной конторы... на знатные при дворе ее императорского величества оказании]. ... 1734 году. [За первый год из находящихся в Придворной Конторе журналов времени царствования Императрицы Анны Иоанновны, с оставлением правил правописания ошибок подлинника]",https://www.prlib.ru/item/806324,0
1735,Его императорскаго величества Генеральныи регламент или Устав,https://www.prlib.ru/item/408201,0
1735,"Трактат о дружбе и коммерции, между Российскою империею и короною Великобританскою",https://www.prlib.ru/item/375715,1
1735,"Церемониал отпускнои аудиэнции, которую депутаты города Гданска при россииском имераторском дворе маия 16 дня 1735 года имели",https://www.prlib.ru/item/903469,0
1735,Артикул воинский,https://www.prlib.ru/item/713785,0
1736,"О порядке в содержании приходов и росходов, и счетов о денгах, и каким образом книги весть и в том поступать надлежит: в губерниях, правинциях, и городех",https://www.prlib.ru/item/714342,0
1736,"Копия с письма, отправленнаго по указу ея императорскаго величества самодержицы всероссийской от кабинетнаго министра вицеканцлера и орденов всероссийских кавалера графа Остермана к турецкому верховному везирю апреля 12 дня, 1736 года.",https://www.prlib.ru/item/712854,0
1737,"Копии с указов блаженныя и вечнодостоиныя памяти, его императорскаго величества, Петра Перваго, императора и самодержца всероссийскаго на 1723 год состоявшихся",https://www.prlib.ru/item/420987,0
1737,"Копии с указов блаженныя и вечнодостоиныя памяти, его императорскаго величества, Петра Перваго, императора и самодержца всероссиискаго в 1722 году состоявшихся.",https://www.prlib.ru/item/420986,0
1738,"Копии с указов, блаженныя и вечнодостоиныя памяти, его императорскаго величества, Петра Перваго, императора и самодержца всероссиискаго, с 1714. по 1722: год состоявшихся.",https://www.prlib.ru/item/1672164,0
1739,"Указы блаженныя и вечнодостоиныя памяти государя императора Петра Великаго самодержца всероссиискаго, состоявшияся с 1714, по кончину его императорскаго величества, генваря по 28 число, 1725 году",https://www.prlib.ru/item/459706,0
1739,[Берг-регламент],https://www.prlib.ru/item/713207,0
1740,"Регламент о управлении Адмиралтеиства и Верфи и о должностях Коллегии адмиралтеискои, и протчих всех чинов при Адмира[л]теистве обретающихся. [Ч. 1]",https://www.prlib.ru/item/441900,0
1740,"Регламент о управлении Адмиралтеиства и Верфи и о должностях Коллегии адмиралтеискои, и протчих всех чинов при Адмира[л]теистве обретающихся. Ч. 2. Часть вторая Регламента морскаго в которои определено о всем что касается добраго управления в бытность флота в порте також о содержании портов и реидов.",https://www.prlib.ru/item/441901,0
1741,"Описание церемониала с коротым его имп. величества чрезвычайный и полномочный посол господин генерал Румянцов в Константинополе свой торжественный въезд имел и сперьва у веръховнаго везиря на визите, а потом у турецкаго султана на публичной аудиэнции был",https://www.prlib.ru/item/910698,0
1741,"Палаты Санкт-Петербургской Императорской Академии наук, библиотеки и кунсткамеры, которых представлены планы, фасады и профили",https://www.prlib.ru/item/687743,0
1741,Палаты Санктпетербургской Императорской Академии наук Библиотеки и Кунсткамеры,https://www.prlib.ru/item/436210,0
1741,"Копия с трактату вечного, заключенного между России, и Дании о салютации флотов, эскадр, кораблеи, и крепостеи данного с россиискои стороны.",https://www.prlib.ru/item/714341,0
1741,Московская или Российская гистория от времяни Как из российских разных княжениев едино великое государство простираетца даже до утвержденного мира в Столбове со шведы 1617 года оной инструмент или Гистория сочинена непохлебствуя никому,https://www.prlib.ru/item/959106,0
1741,"Подлинное и обстоятельное описание построенного в Санкт-Петербурге в январе месяце 1740 года Ледяного Дома и всех находившихся в нем домовых вещей и уборов с приложенными при том гридорованными фигурами, также и некоторыми примечаниями о бывшей в 1740 году во всей Европе жестокой стуже",https://www.prlib.ru/item/358103,0
1742,"Генеральныя сигналы для надзирания, когда оба флота ея имп. величества то есть карабельнои, и галернои, купно в компании будут.",https://www.prlib.ru/item/713064,0
1742,"Инструкция и сигналы, которыя надлежит обсервовать во время бою",https://www.prlib.ru/item/713067,0
1742,Генеральныя сигналы для надзирания в российском карабельном флоте ея имп. величества,https://www.prlib.ru/item/713063,0
1743,Указы блаженныя и вечнодостойныя памяти великой государыни императрицы Екатерины Алексиевны и государя императора Петра Втораго,https://www.prlib.ru/item/459707,0
1743,"Манифест о разных преимуществах, предоставляемых магометанам за восприятие грекороссийского исповедания",https://www.prlib.ru/item/426749,0
1743,"Ратификация ея императорскаго величества самодержицы всероссийской, на трактат вечнаго мира, заключенной с его королевским величеством и государством Швецким в Абове, со внесением всего оного трактата",https://www.prlib.ru/item/714436,0
1744,"Инструкция учрежденной, для разбору и возвращения беглых из России в Эстляндию, и из Эстляндии в Россию крестьян, в Нарве комиссии, по которой она поступать имеет",https://www.prlib.ru/item/413719,0
1744,"Палаты Санкт-Петербургской Императорской Академии наук, библиотеки и кунсткамеры с кратким показанием всех находящихся в них художественных и натуральных вещей, сочиненное для охотников оные вещи смотреть желающих",https://www.prlib.ru/item/757238,0
1744,Инструкция из Правительствующаго Сената [сыщикам для искоренения воров и разбойников.,https://www.prlib.ru/item/713068,0
1744,Статут Великого княжества Литовского,https://www.prlib.ru/item/1732502,0
1744,"Обстоятельное описание торжественных порядков благополучнаго вшествия в царствующий град Москву и священнейшаго коронования ея августейшаго императорскаго величества всепресветлейшия державнейшия великия государыни императрицы Елисавет Петровны самодержицы всероссийской, еже бысть вшествие 28 февраля, коронование 25 апреля 1742 года",https://www.prlib.ru/item/354507,0
1744,"Обстоятельное описание торжественных порядков благополучнаго вшествия в царствующий град Москву и священнейшаго коронования ея августейшаго императорскаго величества всепресветлейшия, державнейшия великия государыни императрицы Елисавет Петровны самодержицы всероссийской, еже бысть вшествие 28 февраля, коронование 25 апреля 1742 года",https://www.prlib.ru/item/1313388,0
1745,"Экстракт из заключенного вечного трактату между ее императорскаго величества всероссийской, и его королевским величеством швецким в Абове августа 7 дня, 1743 году, о салютации...",https://www.prlib.ru/item/463075,0
1745,Указ о запрещении поверять магометанам и идолопоклонникам кредиты и другие церковные вещи на хранение [Утвержден 2 авг. 1745 г.],https://www.prlib.ru/item/459652,0
1745,Атлас российской,https://www.prlib.ru/item/394137,1
1745,Атлас сочиненный к пользе и употреблению юношества и всех читателей Ведомостей и исторических книг,https://www.prlib.ru/item/397252,1
1745,Экстракт из заключенного вечного трактату между е. и. в. Всероссийской и Королевским величеством Дацким о салютации...,https://www.prlib.ru/item/463074,0
1746,"Его императорскаго величества Генеральный регламент или Устав,",https://www.prlib.ru/item/408203,0
1747,"Les memoires de messire Jacques de Chastenet, chevalier, seigneur de Puysegur, colonel du regiment de Piedmont, et lieutenant general des arm?es du roy. Sous les regnes de Louis XIII. et de Louis XIV. Donnez au public par m. Du Chesne... Avec des instructions militaires. Т. 2",https://www.prlib.ru/item/1340223,0
1747,Регламент Императорской Академии наук и художеств в Санктпетербурге,https://www.prlib.ru/item/713045,0
1747,Церемониал о послах чужестранных государей при императорском всероссийском дворе,https://www.prlib.ru/item/714563,0
1747,"Les memoires de messire Jacques de Chastenet, chevalier, seigneur de Puysegur, colonel du regiment de Piedmont, et lieutenant general des arm?es du roy. Sous les regnes de Louis XIII. et de Louis XIV. Donnez au public par m. Du Chesne... Avec des instructions militaires. Т. 1",https://www.prlib.ru/item/1340221,0
1748,"Военной устав с Артикулом военным,",https://www.prlib.ru/item/714459,0
1748,"M?moires secrets de la R?publigue des lettres, ou le Th??tre de la Verit?. Т. 6",https://www.prlib.ru/item/1340280,0
1748,"Две эпистолы, Александра Сумарокова",https://www.prlib.ru/item/811411,0
1748,Атлас. Atlas,https://www.prlib.ru/item/394644,1
1749,"Слово первое похвальное ея величеству государыне императрице Елисавете Петровне, самодержице Всероссийской, говоренное ноября 26 дня 1749 года",https://www.prlib.ru/item/955107,0
1750,Генералные и разные специалные карты всего Балтискаго моря.,https://www.prlib.ru/item/406169,0
1751,[Берг-регламент :],https://www.prlib.ru/item/706823,0
1752,Демофонт,https://www.prlib.ru/item/1326143,0
1753,The history of Italy. Vol. 2,https://www.prlib.ru/item/1493595,0
1753,"Регламент благочестивейшего государя Петра Великого отца Отечества, императора и самодержца всероссийского о управлении Адмиралтейства и верфи и о должностях Коллегии Адмиралтейской и прочих всех чинов при Адмиралтействе обретающихся. Ч. 2. Часть вторая Регламента морского. В которой определено о всем что касается доброго управления в бытность флота в порте. Также о содержании портов и рейдов",https://www.prlib.ru/item/1288552,0
1753,"Регламент благочестивейшего государя Петра Великого отца Отечества, императора и самодержца всероссийского о управлении Адмиралтейства и верфи и о должностях Коллегии Адмиралтейской и прочих всех чинов при Адмиралтействе обретающихся. [Ч. 1]",https://www.prlib.ru/item/1288555,0
1753,План столичнаго города Санктпетербурга с изображением знатнейших онаго проспектов,https://www.prlib.ru/item/357585,0
1753,"Тариф учиненной в Коммерц-коллегии продажным при Санктпетербурге, проходящим чрез Ладожской канал товарам и купеческому провианту, с 1738 по 1744 год, и того шести годов из продажных сложных тех годов цен",https://www.prlib.ru/item/714361,0
1754,The history of Italy. Vol. 6,https://www.prlib.ru/item/1493596,0
1754,План к сочинению новаго уложенья,https://www.prlib.ru/item/714481,0
1755,Описание пехотнаго полковаго строю разделеннаго в три части,https://www.prlib.ru/item/712852,0
1755,"Слово похвальное блаженныя и вечнодостойныя памяти государю императору Петру Великому в торжественное празднество коронования ея императорскаго величества всепресветлейшия, самодержавнейшия, великия государыни императрицы Елисаветы Петровны, самодержицы Всероссийския,",https://www.prlib.ru/item/960983,0
1755,"Реэстр пожалованным по высочайшим ея императорскаго величества указам, в нынешнем 1755 м году сентября 20 числа, в день рождения его императорскаго высочества благовернаго государя Павла Петровича, лейбгвардии полков обер и унтер-офицерам.",https://www.prlib.ru/item/713047,0
1755,Экзерциция и учреждение строев и всяких церемониалов регулярной кавалерии 1755 году,https://www.prlib.ru/item/903563,1
1755,"Речи, говоренныя в публичном собрании Академии наук на торжественнейший день тезоименитства августейшей Елисаветы дщери Петра Великаго самодержицы Всероссийския сентября 6 дня 1755 года",https://www.prlib.ru/item/811371,0
1755,Описание Земли Камчатки. Т. 1. Т. 1,https://www.prlib.ru/item/434710,0
1755,Описание Земли Камчатки. Т. 2. Т. 2,https://www.prlib.ru/item/434711,0
1755,Описание пехотнаго полковаго строю разделеннаго в три части,https://www.prlib.ru/item/1342499,0
1755,[Таможенный устав 1755 года],https://www.prlib.ru/item/316009,0
1756,"Экзерциции, приготовление к маршу, звания и должности полковых чинов,",https://www.prlib.ru/item/825200,0
1757,Российская грамматика Михайла Ломоносова,https://www.prlib.ru/item/798202,1
1757,Панегирик о прерогативах и правах от торжественнаго коронования происходящих,https://www.prlib.ru/item/436372,0
1757,"Сказание в кратце о скифех и о славянех и о Руссии, и о началех и о здании Великаго Нова града, и о великих государех российских",https://www.prlib.ru/item/714372,0
1757,Российская грамматика Михайла Ломоносова,https://www.prlib.ru/item/442169,0
1757,Генеральное учреждение,https://www.prlib.ru/item/713787,0
1757,Артикул воинский,https://www.prlib.ru/item/715093,0
1757,Каково предложение во учрежденную при дворе ея императорскаго величества Конференцию,https://www.prlib.ru/item/713162,0
1758,Генеральное учреждение,https://www.prlib.ru/item/711042,0
1758,Предложение о разделении губерней на пять частей и Генеральное учреждение о ежегодном зборе с государства рекрут,https://www.prlib.ru/item/714332,0
1758,"Реэстр пожалованным по высочайшим ея императорскаго величества указам в чины, и определенным в нижеписанныя места.",https://www.prlib.ru/item/713048,0
1759,Праздное время в пользу употребленное. 1759. С июля месяца,https://www.prlib.ru/item/1307174,0
1759,"Реляция к ея императорскому величеству от генерала графа Салтыкова, отправленная с места баталии при Балцихе, недалеко от Циллихова в Шлезии от 12 июля 1759, полученная с порутчиком лейбгвардии графом Салтыковым",https://www.prlib.ru/item/713051,0
1760,Краткой российской летописец с родословием,https://www.prlib.ru/item/425640,0
1760,"Феофана Прокоповича архиепископа Великаго Новаграда и Великих Лук, Святейшего Правительствующаго Синода вицепрезидента, а потом первенствующаго члена Слова и речи поучительныя, похвальныя и поздравительныя собранныя и некоторыя вторым тиснением, а другия вновь напечатанныя",https://www.prlib.ru/item/460421,0
1760,Вексельной устав,https://www.prlib.ru/item/721423,0
1761,Книга Язык,https://www.prlib.ru/item/1732436,0
1761,Имянной список всем бывшим и ныне находящимся в Сухопутном шляхетном кадетском корпусе штаб-обер-офицерам и кадетам с показанием кто из оных с какими удостоинствами и в каких чинах ныне. Ч. 1. [С начала Корпуса по 1742 год],https://www.prlib.ru/item/712955,0
1761,Петр Великий,https://www.prlib.ru/item/357259,1
1761,"Журнал о военных действиях Российской императорской армии, собран из Санктпетербургских ведомостей",https://www.prlib.ru/item/714821,0
1762,"Реэстр. Кто имяны всемилостивейше от его императорскаго величества, в нижеписанных числах лейбгвардии в полках, и в Сухопутном шляхетном кадетском корпусе пожалованы в чины.",https://www.prlib.ru/item/714441,0
1762,[Берг-регламент],https://www.prlib.ru/item/714339,0
1762,"Краткое описание болезни и кончины ея величества государыни императрицы Елисаветы Петровны, вечной славы достойныя памяти, и благополучнаго на престол возшествия его величества государя императора Петра Третияго",https://www.prlib.ru/item/903507,0
1762,[Указ об учреждении Берг-Коллегиума для ведения в оном дел о рудах и минералах],https://www.prlib.ru/item/394496,0
1762,"Сатиры и другия стихотворческия сочинения князя Антиоха Кантемира,",https://www.prlib.ru/item/1898144,0
1762,"Синопсис или Краткое описание от различных летописцев, о начале славенскаго народа, о первых киевских князех, и о житии святаго благовернаго и великаго князя Владимира, всея России первейшаго самодержца, и о его наследниках, даже до благочестивейшаго государя царя и великаго князя Феодора Алексиевича самодержца Всероссийскаго",https://www.prlib.ru/item/734417,0
1762,Табель ведомства Придворной конюшенной канторы.,https://www.prlib.ru/item/715094,0
1762,"Краткое описание болезни и кончины ея величества государыни императрицы Елисаветы Петровны, вечной славы достойныя памяти, и благополучнаго на престол возшествия его величества государя императора Петра Третияго",https://www.prlib.ru/item/425614,0
1762,Патерик Печерский,https://www.prlib.ru/item/1743225,0
1762,"Лексикон российской и французской, в котором находятся почти все Российския слова по порядку Российскаго алфавита. Ч. 1",https://www.prlib.ru/item/810492,0
1762,"Топография Оренбургская,",https://www.prlib.ru/item/457672,0
1763,Учреждение Императорскаго Воспитательнаго дома для приносных детей и гошпиталя для бедных родильниц в столичном городе Москве,https://www.prlib.ru/item/714446,0
1763,Инструкция Коллегии медицинской.,https://www.prlib.ru/item/413706,0
1763,Реэстр,https://www.prlib.ru/item/714375,0
1763,"Описание Каспийскаго моря и чиненных на оном российских завоеваний, яко часть истории государя императора Петра Великаго,",https://www.prlib.ru/item/355081,0
1763,Устав морской,https://www.prlib.ru/item/1090047,0
1763,"Словарь на шести языках: российском, греческом, латинском, французском, немецком и английском",https://www.prlib.ru/item/365980,0
1763,"Первыя основания металлургии, или рудных дел",https://www.prlib.ru/item/436761,0
1763,"Инструкция, учрежденной нами Коллегии экономии духовных имений",https://www.prlib.ru/item/413723,0
1764,Бугерово новое сочинение о навигации содержащее теорию и практику морского пути,https://www.prlib.ru/item/1288004,0
1764,Штаты духовные,https://www.prlib.ru/item/714329,0
1764,"Устав воспитания двух сот благородных девиц учрежденнаго Ея Величеством Государынею Императрицею Екатериною Второю, самодержицею Всероссийскою материю отечества, и протчая и протчая и протчая",https://www.prlib.ru/item/459874,1
