year,title,link
1901,"Московские губернские ведомости. 1901, № 81 (13 октября)",https://www.prlib.ru/item/346444
1901,"Московские губернские ведомости. 1901, № 82 (17 октября)",https://www.prlib.ru/item/346469
1901,Отчет Екатеринославской губернской земской управы о взаимном земском страховании от огня строений и движимых имуществ по Екатеринославской губернии.... ...за 1900 год. Ч. 3,https://www.prlib.ru/item/680951
1901,"Судебная газета. 1901, № 19 (13 мая)",https://www.prlib.ru/item/692347
1901,"Судебная газета. 1901, № 23 (10 июня)",https://www.prlib.ru/item/692357
1901,"Судебная газета. 1901, № 27 (8 июля)",https://www.prlib.ru/item/692722
1901,"Судебная газета. 1901, № 35 (2 сентября)",https://www.prlib.ru/item/692740
1901,"Судебная газета. 1901, № 39 (30 сентября)",https://www.prlib.ru/item/692748
1901,"Судебная газета. 1901, № 46 (18 ноября)",https://www.prlib.ru/item/692764
1901,"Иркутские губернские ведомости. 1901, № 136 (22 июня)",https://www.prlib.ru/item/414761
1901,"Иркутские губернские ведомости. 1901, № 141 (29 июня)",https://www.prlib.ru/item/414766
1901,"Иркутские губернские ведомости. 1901, № 143 (3 июля)",https://www.prlib.ru/item/414768
1901,"Иркутские губернские ведомости. 1901, № 147 (7 июля)",https://www.prlib.ru/item/414772
1901,"Иркутские губернские ведомости. 1901, № 154 (15 июля)",https://www.prlib.ru/item/414779
1901,"Иркутские губернские ведомости. 1901, № 157 (19 июля)",https://www.prlib.ru/item/414782
1901,"Иркутские губернские ведомости. 1901, № 161 (24 июля)",https://www.prlib.ru/item/414786
1901,"Иркутские губернские ведомости. 1901, № 176 (11 авг.)",https://www.prlib.ru/item/414801
1901,"Иркутские губернские ведомости. 1901, № 179 (15 авг.)",https://www.prlib.ru/item/414804
1901,"Иркутские губернские ведомости. 1901, № 210 (26 сент.)",https://www.prlib.ru/item/414815
1901,"Иркутские губернские ведомости. 1901, № 245 (9 нояб.)",https://www.prlib.ru/item/414850
1901,"Иркутские губернские ведомости. 1901, № 248 (13 нояб.)",https://www.prlib.ru/item/414853
1901,"Иркутские губернские ведомости. 1901, № 258 (28 нояб.)",https://www.prlib.ru/item/414863
1901,"Иркутские губернские ведомости. 1901, № 266 (8 дек.)",https://www.prlib.ru/item/414871
1901,"Иркутские губернские ведомости. 1901, № 267 (9 дек.)",https://www.prlib.ru/item/414872
1901,"Иркутские губернские ведомости. 1901, № 268 (11 дек.)",https://www.prlib.ru/item/414873
1901,"Иркутские губернские ведомости. 1901, № 281 (28 дек.)",https://www.prlib.ru/item/414884
1901,"Иркутские губернские ведомости. 1901, № 190 (29 авг.)",https://www.prlib.ru/item/414897
1901,"Юридическая газета. 1901, № 53 (12 августа)",https://www.prlib.ru/item/964720
1901,"Юридическая газета. 1901, № 60 (6 сентября)",https://www.prlib.ru/item/964983
1901,"Юридическая газета. 1901, № 48 (8 июля)",https://www.prlib.ru/item/964560
1901,"Тамбовские губернские ведомости. 1901, № 52 (29 мая)",https://www.prlib.ru/item/704488
1901,"Тамбовские губернские ведомости. 1901, № 53 (31 мая)",https://www.prlib.ru/item/704490
1901,"Тамбовские губернские ведомости. 1901, № 43 (28 апреля)",https://www.prlib.ru/item/704468
1901,Важнейшие моменты в истории средневекового папства,https://www.prlib.ru/item/816998
1901,"Юридическая газета. 1901, № 15 (25 февраля)",https://www.prlib.ru/item/891643
1901,"Юридическая газета. 1901, № 25 (8 апреля)",https://www.prlib.ru/item/891827
1901,"Летописи Главной геофизической обсерватории. 1899. Ч. 1. Метеорологические и магнитные наблюдения станций 1 разряда, экстраординарные наблюдения станций 2 разряда и наблюдения станций 3 разряда",https://www.prlib.ru/item/903012
1901,"Юридическая газета. 1901, № 40 (31 мая)",https://www.prlib.ru/item/909317
1901,Сочинения императрицы Екатерины II на основании подлинных рукописей и с объяснительными примечаниями академика А.Н. Пыпина. Т. 1. Драматические сочинения,https://www.prlib.ru/item/1291757
1901,"Юридическая газета. 1901, № 54 (16 августа)",https://www.prlib.ru/item/964737
1901,"Тамбовские губернские ведомости. 1901, № 92 (8 сентября)",https://www.prlib.ru/item/705484
1901,Летописи Главной геофизической обсерватории. 1900. Ч. 2. Метеорологические наблюдения по международной системе станций 2 разряда в России,https://www.prlib.ru/item/898163
1901,Издания Переселенческого управления Министерства внутренних дел. Вып. 8. Сборник узаконений и распоряжений о переселении,https://www.prlib.ru/item/451314
1901,Очерк гетманства Петра Сагайдачного,https://www.prlib.ru/item/436018
1901,Историческое описание одежды и вооружения Российских войск. Ч. 15,https://www.prlib.ru/item/416664
1901,Царь Алексей Михайлович и его время,https://www.prlib.ru/item/460865
1901,"Благотворительная Россия. [Т. 1, ч. 1]. Благотворительность государственная",https://www.prlib.ru/item/320311
1901,Энциклопедический словарь. Т. 32. Судоходные сборы - Таицы,https://www.prlib.ru/item/463174
1901,"Тамбовские губернские ведомости. 1901, № 7 (18 января)",https://www.prlib.ru/item/704905
1901,Восстание в Китае и подвиги русских войск на Дальнем Востоке,https://www.prlib.ru/item/1286875
1901,"Вестник права. Г. 31 1901, № 9 (нояб.)",https://www.prlib.ru/item/323913
1901,Пензенская духовная семинария за истекший столетний период ее существования (1800-1900 гг.),https://www.prlib.ru/item/357038
1901,"Жизнь. 1901, т. 3, № 3",https://www.prlib.ru/item/760106
1901,"Что такое ""Русское собрание""",https://www.prlib.ru/item/462879
1901,"Сборник Музея антропологии и этнографии. 2. Очерк материального быта оленных чукчей, составленный на основании коллекций Н.Л. Гондатти, находящихся в Этнографическом музее Императорской Академии наук",https://www.prlib.ru/item/1292592
1901,Новая культурная сила. Русские писатели XIX-го века,https://www.prlib.ru/item/1090513
1901,Обзор деятельности Министерства императорского двора и уделов за время царствования в бозе почившего государя императора Александра III. (1881-1894 гг.). Приложения к первой части обзора деятельности Министерства императорского двора и уделов за время царствования в бозе почившего государя императора Александра III. (1881-1894 гг.),https://www.prlib.ru/item/732709
1901,Возможность и условия поземельного устройства забайкальских кочевых инородцев,https://www.prlib.ru/item/403399
1901,Журнал Министерства юстиции,https://www.prlib.ru/item/332807
1901,Большая энциклопедия. Т. 6. Гадание - Глазчатка,https://www.prlib.ru/item/399112
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 4 (27 января)",https://www.prlib.ru/item/461200
1901,К преобразованию театрального дела в России,https://www.prlib.ru/item/417194
1901,Отчет Борисоглебской уездной земской управы .... за 1900 год,https://www.prlib.ru/item/435176
1901,Летопись занятий Археографической комиссии. Вып. 12. ... за 1895-1899 годы,https://www.prlib.ru/item/694558
1901,"Устав, состоящего под высоким покровительством Его Императорского Высочества Великого Князя Константина Константиновича, Комиссаровского технического училища в Москве",https://www.prlib.ru/item/460123
1901,Журналы Сапожковского уездного земского собрания .... 43-го чрезвычайного созыва 21 января 1901 года,https://www.prlib.ru/item/409947
1901,"Юридическая газета. 1901, № 67 (30 сентября)",https://www.prlib.ru/item/964998
1901,"Вестник права. Г. 31 1901, № 3 (март)",https://www.prlib.ru/item/323922
1901,Журналы Смоленского губернского земского собрания .... чрезвычайного... с 16 по 18 марта 1901 года,https://www.prlib.ru/item/410125
1901,"Родина. Г. 23 1901, № 13 (25 марта)",https://www.prlib.ru/item/698410
1901,Устав Общего офицерского собрания крепости Усть-Двинск,https://www.prlib.ru/item/459992
1901,Отчет о состоянии Нижегородского городского художественного и исторического музея.... ...за 1900 год. (Третий отчетный год),https://www.prlib.ru/item/898698
1901,"Вестник права. Г. 31 1901, № 4 / 5 (апр. - май)",https://www.prlib.ru/item/323926
1901,Памяти царственной инокини Анастасии [в мире - великая княгиня Александра Петровна],https://www.prlib.ru/item/714167
1901,"Статистические данные относительно числа совершаемых в течение года в пределах Владимирской губернии преступлений, подсудных Судебной Палате, Окружному суду и уездным членам Окружного суда",https://www.prlib.ru/item/784961
1901,"Иркутские губернские ведомости. 1901, № 282 (29 дек.)",https://www.prlib.ru/item/414885
1901,Доклады Владимирской губернской земской управы Очередному губернскому земскому собранию .... ... 1901 года,https://www.prlib.ru/item/331463
1901,Дневник зверского избиения Московских бояр в столице в 1682 году и избрания двух царей Петра и Иоанна,https://www.prlib.ru/item/407604
1901,Болгарская ересь богомилов,https://www.prlib.ru/item/399101
1901,"Родина. Г. 23 1901, № 14 (1 апреля)",https://www.prlib.ru/item/698412
1901,Образование и литература в Московском государстве кон. XV-XVII вв.. Вып. 3,https://www.prlib.ru/item/433475
1901,"Вестник Европы. Г. 36 1901, т. 4, [кн. 7/8, июль/август]",https://www.prlib.ru/item/323542
1901,"Тамбовские губернские ведомости. 1901, № 20 (22 февраля)",https://www.prlib.ru/item/704194
1901,"Юридическая газета. 1901, № 62 (13 сентября)",https://www.prlib.ru/item/964987
1901,"Судебная газета. 1901, № 5 (4 февраля)",https://www.prlib.ru/item/692772
1901,Устав реальных училищ ведомства Министерства народного просвещения,https://www.prlib.ru/item/460050
1901,Тобольские епархиальные ведомости. №11,https://www.prlib.ru/item/457302
1901,"Полный словарь польского и русского языка, составленный П. П. Дубровским, членом-корреспондентом Императорской Академии наук",https://www.prlib.ru/item/798147
1901,Юридическое положение Финляндии,https://www.prlib.ru/item/464033
1901,Первая Всеобщая перепись населения Российской империи 1897 г.. 25. Нижегородская губерния,https://www.prlib.ru/item/436650
1901,"Иркутские губернские ведомости. 1901, № 200 (13 сент.)",https://www.prlib.ru/item/414805
1901,"Священной памяти императора Александра I благословенного, 1801-1901 гг.",https://www.prlib.ru/item/443385
1901,Нравственное богословие в России в течение XIX столетия,https://www.prlib.ru/item/429262
1901,"Тамбовские губернские ведомости. 1901, № 3 (9 января)",https://www.prlib.ru/item/704216
1901,"Тамбовские губернские ведомости. 1901, № 75 (24 июля)",https://www.prlib.ru/item/704919
1901,Обзор Тульской губернии .... ... за 1900 год,https://www.prlib.ru/item/1024490
1901,Отчет Саранской уездной земской управы.... за 1900 год,https://www.prlib.ru/item/714422
1901,Тобольские епархиальные ведомости. №6,https://www.prlib.ru/item/457482
1901,"Вестник права. Г. 31 1901, № 6 (июнь)",https://www.prlib.ru/item/323921
1901,Краткий исторический очерк Гродненской губернии за сто лет ее существования. 1802-1902,https://www.prlib.ru/item/425509
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 25 (23 июня)",https://www.prlib.ru/item/461184
1901,"История уделов за столетие их существования. 1797-1897. Т. 2. Крестьяне дворцовые, государевы и удельные",https://www.prlib.ru/item/732182
1901,Журналы Ливенского уездного земского собрания .... XXXV очередного ... [1900 года],https://www.prlib.ru/item/408957
1901,"Вестник Европы. Г. 36 1901, т. 6, [кн. 11/12, ноябрь/декабрь]",https://www.prlib.ru/item/323544
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 19 (12 мая)",https://www.prlib.ru/item/461177
1901,Журналы Городнянского уездного земского собрания.... очередного... XXXVI сессии 1900 года,https://www.prlib.ru/item/707757
1901,"Тамбовские губернские ведомости. 1901, № 114 (8 ноября)",https://www.prlib.ru/item/705414
1901,Литовский канцлер Лев Сапега о событиях Смутного времени,https://www.prlib.ru/item/342803
1901,О преобразовании средних учебных заведений,https://www.prlib.ru/item/353442
1901,Борьба с Китаем,https://www.prlib.ru/item/399454
1901,"Тамбовские губернские ведомости. 1901, № 37 (12 апреля)",https://www.prlib.ru/item/704454
1901,"Тамбовские губернские ведомости. 1901, № 88 (28 августа)",https://www.prlib.ru/item/705476
1901,"Тамбовские губернские ведомости. 1901, № 71 (14 июля)",https://www.prlib.ru/item/704909
1901,Записки Императорского Новороссийского университета. Т. 85 1901,https://www.prlib.ru/item/333504
1901,"Юридическая газета. 1901, № 16 (1 марта)",https://www.prlib.ru/item/891660
1901,"Иркутские губернские ведомости. 1901, № 204 (19 сент.)",https://www.prlib.ru/item/414809
1901,Вопрос об организации студенчества университетов,https://www.prlib.ru/item/404546
1901,"Тамбовские губернские ведомости. 1901, № 12 (30 января)",https://www.prlib.ru/item/704176
1901,19-е февраля,https://www.prlib.ru/item/713793
1901,"Вестник права. Г. 31 1901, № 7 (сент.)",https://www.prlib.ru/item/323927
1901,Присоединение к православно-христианской церкви мусульманина-шиита (перса),https://www.prlib.ru/item/439506
1901,Кавказский календарь .... на 1902 год,https://www.prlib.ru/item/417308
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 21 (26 мая)",https://www.prlib.ru/item/461180
1901,"Журнал Министерства народного просвещения. Ч. 333, январь 1901",https://www.prlib.ru/item/761154
1901,"Журнал Министерства народного просвещения. Ч. 336, август 1901",https://www.prlib.ru/item/764319
1901,Обзор деятельности Министерства императорского двора и уделов за время царствования в бозе почившего государя императора Александра III. (1881-1894 гг.). Ч. 2. Главное управление уделов,https://www.prlib.ru/item/732411
1901,Сочинения императрицы Екатерины II на основании подлинных рукописей и с объяснительными примечаниями академика А.Н. Пыпина. Т. 3. Драматические сочинения,https://www.prlib.ru/item/1291755
1901,"Иркутские губернские ведомости. 1901, № 232 (25 окт.)",https://www.prlib.ru/item/414837
1901,"Русская старина. Г. 32 1901, Т. 108, кн. 11, ноябрь",https://www.prlib.ru/item/362548
1901,"Тамбовские губернские ведомости. 1901, № 10 (25 января)",https://www.prlib.ru/item/704172
1901,"Иркутские губернские ведомости. 1901, № 236 (30 окт.)",https://www.prlib.ru/item/414841
1901,Вновь найденная Двинская грамота,https://www.prlib.ru/item/324501
1901,Труды Я. К. Грота. Т. 4. Из русской истории,https://www.prlib.ru/item/376002
1901,Звездный атлас для небесных наблюдений,https://www.prlib.ru/item/333680
1901,Историческое описание одежды и вооружения Российских войск. Ч. 17,https://www.prlib.ru/item/416666
1901,Материалы к истории и изучению русского сектантства. Вып. 1. Письма духоборческого руководителя Петра Васильевича Веригина,https://www.prlib.ru/item/426953
1901,Параша Сибирячка,https://www.prlib.ru/item/436379
1901,Об устройстве общеобразовательной школы,https://www.prlib.ru/item/433234
1901,Лекции по истории русской церкви,https://www.prlib.ru/item/425848
1901,Полное собрание сочинений В. Г. Белинского. Т. 4,https://www.prlib.ru/item/1331462
1901,"Обзор деятельности Министерства императорского двора и уделов за время царствования в бозе почившего государя императора Александра III. (1881-1894 гг.). Ч.1, [кн. 2. Учреждения собственно Министерства двора]",https://www.prlib.ru/item/732224
1901,Способы улучшения крестьянского хозяйства в нечерноземной полосе,https://www.prlib.ru/item/451276
1901,"Судебная газета. 1901, № 10 (11 марта)",https://www.prlib.ru/item/692329
1901,"Тамбовские губернские ведомости. 1901, № 66 (3 июля)",https://www.prlib.ru/item/704897
1901,Поземельные союзы и переделы на севере России в XVII в. у свободных и владельческих крестьян,https://www.prlib.ru/item/437796
1901,Катунь и ее истоки,https://www.prlib.ru/item/417601
1901,"Русская старина. Г. 32 1901, Т. 108, кн. 12, декабрь",https://www.prlib.ru/item/362545
1901,Чудеса полярного мира,https://www.prlib.ru/item/462903
1901,Хозяйство и порядок службы на судах флотилии Отдельного корпуса пограничной стражи,https://www.prlib.ru/item/460771
1901,Смета доходов и расходов Лаишевского уездного земства.... на 1901 год,https://www.prlib.ru/item/709006
1901,"Родина. Г. 23 1901, № 29 (15 июня)",https://www.prlib.ru/item/698444
1901,"Юридическая газета. 1901, № 21 (18 марта)",https://www.prlib.ru/item/891758
1901,"Московские губернские ведомости. 1901, № 80 (10 октября)",https://www.prlib.ru/item/346417
1901,"Судебная газета. 1901, № 2 (14 января)",https://www.prlib.ru/item/692349
1901,"Тамбовские губернские ведомости. 1901, № 11 (27 января)",https://www.prlib.ru/item/704174
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 32 (11 августа)",https://www.prlib.ru/item/461192
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 5 (3 февраля)",https://www.prlib.ru/item/461211
1901,"Описание документов и дел, хранящихся в архиве Святейшего правительствующего синода. Т. 10. (1730 г.)",https://www.prlib.ru/item/434676
1901,"Родина. Г. 23 1901, № 9 (25 февраля)",https://www.prlib.ru/item/698815
1901,Минин и Пожарский,https://www.prlib.ru/item/343526
1901,"Юридическая газета. 1901, № 10 (4 февраля)",https://www.prlib.ru/item/891503
1901,Отчет о состоянии и деятельности Императорского Санктпетербургского университета .... ... за 1900 год,https://www.prlib.ru/item/435680
1901,"Церковные ведомости, издаваемые при Святейшем правительствующем Синоде. Г. 14 1901, № 1 (6 января)",https://www.prlib.ru/item/461168
1901,Из заметок по истории русского литературного языка. 2. О члене в русском языке,https://www.prlib.ru/item/334046
1901,"Иркутские губернские ведомости. 1901, № 177 (12 авг.)",https://www.prlib.ru/item/414802
1901,Сборник законов о российском дворянстве,https://www.prlib.ru/item/442828
1901,"Желтая опасность. Желтая Россия // Русский вестник. Т. 274, июль",https://www.prlib.ru/item/332325
1901,"Россия и Манчжурия // Русский вестник. Т. 273, май",https://www.prlib.ru/item/362303
1901,"Юридическая газета. 1901, № 9 (1 февраля)",https://www.prlib.ru/item/891458
1901,Древнейшая разрядная книга официальной редакции,https://www.prlib.ru/item/720791
1901,"Родина. Г. 23 1901, № 19 (6 мая)",https://www.prlib.ru/item/698422
1901,Устав гимназий и прогимназий ведомства Министерства народного просвещения,https://www.prlib.ru/item/459884
1901,"Сборник Отделения русского языка и словесности Императорской Академии наук. Т. 71, [№ 1-7, ненумерованный выпуск]",https://www.prlib.ru/item/363819
1901,"Родина. Г. 23 1901, № 7 (11 февраля)",https://www.prlib.ru/item/698811
1901,"Иркутские губернские ведомости. 1901, № 202 (16 сент.)",https://www.prlib.ru/item/414807
1901,"Иркутские губернские ведомости. 1901, № 208 (23 сент.)",https://www.prlib.ru/item/414813
1901,Список канцелярских чиновников и канцелярских служителей удельного ведомства. 5 апр. 1897 г.,https://www.prlib.ru/item/451171
1901,"Сборник Отделения русского языка и словесности Императорской Академии наук. Т. 69, [ненумерованный выпуск, № 1-3]",https://www.prlib.ru/item/363817
1901,О смешанном характере всех языков,https://www.prlib.ru/item/1843174
1901,"Тамбовские губернские ведомости. 1901, № 8 (20 января)",https://www.prlib.ru/item/704923
1901,Сборник Областного Войска Донского статистического комитета. Вып. 2,https://www.prlib.ru/item/442947
1901,Александровское военное училище,https://www.prlib.ru/item/396902
1901,Материалы для истории женскаго образования в России. 1856-1880,https://www.prlib.ru/item/426841
1901,Отечественная война 1812 года. Отдел 1. Переписка русских правительственных лиц и учреждений,https://www.prlib.ru/item/355557
1901,Положение Финляндии в Российской державе,https://www.prlib.ru/item/438091
1901,Журналы Кролевецкого... уездного земского собрания.... Сметы расходов и доходов уездных земских сумм и раскладка денежных земских сборов по Кролевецкому уезду.... [очередного... 1900 года],https://www.prlib.ru/item/714088
1901,"Русский вестник. Г. 46 1901, т. 273 (май)",https://www.prlib.ru/item/363064
1901,Л. Толстой и Достоевский. [Т. 1],https://www.prlib.ru/item/900441
1901,"Художественные сокровища России. 1901, Т. 1, № 1-12",https://www.prlib.ru/item/957336
